  4.6500000E+07  0.1480000      0.1560000      0.1760000    
  4.6600000E+07  0.1480000      0.1560000      0.1760000    
  4.6700000E+07  0.1480000      0.1560000      0.1760000    
  4.6800000E+07  0.1480000      0.1560000      0.1760000    
  4.6900000E+07  0.1480000      0.1560000      0.1760000    
  4.7000000E+07  0.1480000      0.1560000      0.1760000    
  4.7100000E+07  0.1480000      0.1560000      0.1760000    
  4.7200000E+07  0.1480000      0.1560000      0.1760000    
  4.7300000E+07  0.1490000      0.1560000      0.1760000    
  4.7400000E+07  0.1490000      0.1560000      0.1760000    
  4.7500000E+07  0.1490000      0.1560000      0.1760000    
  4.7600000E+07  0.1490000      0.1560000      0.1760000    
  4.7700000E+07  0.1490000      0.1560000      0.1760000    
  4.7800000E+07  0.1490000      0.1560000      0.1760000    
  4.7900000E+07  0.1490000      0.1560000      0.1760000    
  4.8000000E+07  0.1490000      0.1560000      0.1760000    
  4.8100000E+07  0.1490000      0.1560000      0.1760000    
  4.8200000E+07  0.1490000      0.1560000      0.1760000    
  4.8300000E+07  0.1490000      0.1560000      0.1760000    
  4.8400000E+07  0.1490000      0.1560000      0.1760000    
  4.8500000E+07  0.1490000      0.1560000      0.1760000    
  4.8600000E+07  0.1490000      0.1560000      0.1760000    
  4.8700000E+07  0.1490000      0.1560000      0.1760000    
  4.8800000E+07  0.1490000      0.1560000      0.1760000    
  4.8900000E+07  0.1490000      0.1560000      0.1760000    
  4.9000000E+07  0.1490000      0.1560000      0.1760000    
  4.9100000E+07  0.1490000      0.1560000      0.1760000    
  4.9200000E+07  0.1490000      0.1560000      0.1760000    
  4.9300000E+07  0.1490000      0.1560000      0.1760000    
  4.9400000E+07  0.1490000      0.1560000      0.1760000    
  4.9500000E+07  0.1490000      0.1560000      0.1760000    
  4.9600000E+07  0.1490000      0.1560000      0.1760000    
  4.9700000E+07  0.1490000      0.1560000      0.1760000    
  4.9800000E+07  0.1490000      0.1560000      0.1760000    
  4.9900000E+07  0.1490000      0.1560000      0.1760000    
  5.0000000E+07  0.1490000      0.1560000      0.1760000    
  5.0100000E+07  0.1490000      0.1560000      0.1760000    
  5.0200000E+07  0.1490000      0.1560000      0.1760000    
  5.0300000E+07  0.1490000      0.1560000      0.1760000    
  5.0400000E+07  0.1490000      0.1560000      0.1760000    
  5.0500000E+07  0.1490000      0.1560000      0.1760000    
  5.0600000E+07  0.1490000      0.1560000      0.1760000    
  5.0700000E+07  0.1490000      0.1560000      0.1760000    
  5.0800000E+07  0.1490000      0.1560000      0.1760000    
  5.0900000E+07  0.1490000      0.1560000      0.1760000    
  5.1000000E+07  0.1490000      0.1560000      0.1760000    
  5.1100000E+07  0.1490000      0.1560000      0.1760000    
  5.1200000E+07  0.1490000      0.1560000      0.1760000    
  5.1300000E+07  0.1490000      0.1560000      0.1760000    
  5.1400000E+07  0.1500000      0.1560000      0.1760000    
  5.1500000E+07  0.1500000      0.1560000      0.1760000    
  5.1600000E+07  0.1500000      0.1560000      0.1760000    
  5.1700000E+07  0.1500000      0.1560000      0.1760000    
  5.1800000E+07  0.1500000      0.1560000      0.1760000    
  5.1900000E+07  0.1500000      0.1560000      0.1760000    
  5.2000000E+07  0.1500000      0.1560000      0.1760000    
  5.2100000E+07  0.1500000      0.1560000      0.1760000    
  5.2200000E+07  0.1500000      0.1560000      0.1760000    
  5.2300000E+07  0.1500000      0.1560000      0.1760000    
  5.2400000E+07  0.1500000      0.1560000      0.1760000    
  5.2500000E+07  0.1500000      0.1560000      0.1760000    
  5.2600000E+07  0.1500000      0.1560000      0.1760000    
  5.2700000E+07  0.1500000      0.1560000      0.1760000    
  5.2800000E+07  0.1500000      0.1560000      0.1760000    
  5.2900000E+07  0.1500000      0.1560000      0.1760000    
  5.3000000E+07  0.1500000      0.1560000      0.1760000    
  5.3100000E+07  0.1500000      0.1560000      0.1760000    
  5.3200000E+07  0.1500000      0.1560000      0.1760000    
  5.3300000E+07  0.1500000      0.1560000      0.1760000    
  5.3400000E+07  0.1500000      0.1560000      0.1760000    
  5.3500000E+07  0.1500000      0.1560000      0.1760000    
  5.3600000E+07  0.1500000      0.1560000      0.1760000    
  5.3700000E+07  0.1500000      0.1560000      0.1760000    
  5.3800000E+07  0.1500000      0.1560000      0.1760000    
  5.3900000E+07  0.1500000      0.1560000      0.1760000    
  5.4000000E+07  0.1500000      0.1560000      0.1760000    
  5.4100000E+07  0.1500000      0.1560000      0.1760000    
  5.4200000E+07  0.1500000      0.1560000      0.1760000    
  5.4300000E+07  0.1500000      0.1560000      0.1760000    
  5.4400000E+07  0.1500000      0.1560000      0.1760000    
  5.4500000E+07  0.1500000      0.1560000      0.1760000    
  5.4600000E+07  0.1500000      0.1560000      0.1760000    
  5.4700000E+07  0.1500000      0.1560000      0.1760000    
  5.4800000E+07  0.1500000      0.1560000      0.1760000    
  5.4900000E+07  0.1500000      0.1560000      0.1760000    
  5.5000000E+07  0.1500000      0.1560000      0.1760000    
  5.5100000E+07  0.1500000      0.1560000      0.1760000    
  5.5200000E+07  0.1500000      0.1560000      0.1760000    
  5.5300000E+07  0.1500000      0.1560000      0.1760000    
  5.5400000E+07  0.1500000      0.1560000      0.1760000    
  5.5500000E+07  0.1500000      0.1560000      0.1760000    
  5.5600000E+07  0.1500000      0.1560000      0.1760000    
  5.5700000E+07  0.1500000      0.1560000      0.1760000    
  5.5800000E+07  0.1500000      0.1560000      0.1760000    
  5.5900000E+07  0.1500000      0.1560000      0.1760000    
  5.6000000E+07  0.1500000      0.1560000      0.1760000    
  5.6100000E+07  0.1500000      0.1560000      0.1760000    
  5.6200000E+07  0.1500000      0.1560000      0.1760000    
  5.6300000E+07  0.1500000      0.1560000      0.1760000    
  5.6400000E+07  0.1500000      0.1560000      0.1760000    
  5.6500000E+07  0.1500000      0.1560000      0.1760000    
  5.6600000E+07  0.1500000      0.1560000      0.1760000    
  5.6700000E+07  0.1500000      0.1560000      0.1760000    
  5.6800000E+07  0.1500000      0.1560000      0.1760000    
  5.6900000E+07  0.1510000      0.1560000      0.1760000    
  5.7000000E+07  0.1510000      0.1560000      0.1760000    
  5.7100000E+07  0.1510000      0.1560000      0.1760000    
  5.7200000E+07  0.1510000      0.1560000      0.1760000    
  5.7300000E+07  0.1510000      0.1560000      0.1760000    
  5.7400000E+07  0.1510000      0.1560000      0.1760000    
  5.7500000E+07  0.1510000      0.1560000      0.1760000    
  5.7600000E+07  0.1510000      0.1560000      0.1760000    
  5.7700000E+07  0.1510000      0.1560000      0.1760000    
  5.7800000E+07  0.1510000      0.1560000      0.1760000    
  5.7900000E+07  0.1510000      0.1560000      0.1760000    
  5.8000000E+07  0.1510000      0.1560000      0.1760000    
  5.8100000E+07  0.1510000      0.1560000      0.1760000    
  5.8200000E+07  0.1510000      0.1560000      0.1760000    
  5.8300000E+07  0.1510000      0.1560000      0.1760000    
  5.8400000E+07  0.1510000      0.1560000      0.1760000    
  5.8500000E+07  0.1510000      0.1560000      0.1760000    
  5.8600000E+07  0.1510000      0.1560000      0.1760000    
  5.8700000E+07  0.1510000      0.1560000      0.1760000    
  5.8800000E+07  0.1510000      0.1560000      0.1760000    
  5.8900000E+07  0.1510000      0.1560000      0.1760000    
  5.9000000E+07  0.1510000      0.1560000      0.1760000    
  5.9100000E+07  0.1510000      0.1550000      0.1760000    
  5.9200000E+07  0.1510000      0.1550000      0.1760000    
  5.9300000E+07  0.1510000      0.1550000      0.1760000    
  5.9400000E+07  0.1510000      0.1550000      0.1760000    
  5.9500000E+07  0.1510000      0.1550000      0.1760000    
  5.9600000E+07  0.1510000      0.1550000      0.1760000    
  5.9700000E+07  0.1510000      0.1550000      0.1760000    
  5.9800000E+07  0.1510000      0.1550000      0.1760000    
  5.9900000E+07  0.1510000      0.1550000      0.1760000    
  6.0000000E+07  0.1510000      0.1550000      0.1760000    
  6.0100000E+07  0.1510000      0.1550000      0.1760000    
  6.0200000E+07  0.1510000      0.1550000      0.1760000    
  6.0300000E+07  0.1510000      0.1550000      0.1760000    
  6.0400000E+07  0.1510000      0.1550000      0.1760000    
  6.0500000E+07  0.1510000      0.1550000      0.1760000    
  6.0600000E+07  0.1510000      0.1550000      0.1760000    
  6.0700000E+07  0.1510000      0.1550000      0.1760000    
  6.0800000E+07  0.1510000      0.1550000      0.1760000    
  6.0900000E+07  0.1510000      0.1550000      0.1760000    
  6.1000000E+07  0.1510000      0.1550000      0.1760000    
  6.1100000E+07  0.1510000      0.1550000      0.1760000    
  6.1200000E+07  0.1510000      0.1550000      0.1760000    
  6.1300000E+07  0.1510000      0.1550000      0.1760000    
  6.1400000E+07  0.1510000      0.1550000      0.1760000    
  6.1500000E+07  0.1510000      0.1550000      0.1760000    
  6.1600000E+07  0.1510000      0.1550000      0.1760000    
  6.1700000E+07  0.1510000      0.1550000      0.1760000    
  6.1800000E+07  0.1510000      0.1550000      0.1760000    
  6.1900000E+07  0.1510000      0.1550000      0.1760000    
  6.2000000E+07  0.1510000      0.1550000      0.1760000    
  6.2100000E+07  0.1510000      0.1550000      0.1760000    
  6.2200000E+07  0.1510000      0.1550000      0.1760000    
  6.2300000E+07  0.1510000      0.1550000      0.1760000    
  6.2400000E+07  0.1510000      0.1550000      0.1760000    
  6.2500000E+07  0.1510000      0.1550000      0.1760000    
  6.2600000E+07  0.1510000      0.1550000      0.1760000    
  6.2700000E+07  0.1510000      0.1550000      0.1760000    
  6.2800000E+07  0.1510000      0.1550000      0.1760000    
  6.2900000E+07  0.1510000      0.1550000      0.1760000    
  6.3000000E+07  0.1510000      0.1550000      0.1760000    
  6.3100000E+07  0.1510000      0.1550000      0.1760000    
  6.3200000E+07  0.1510000      0.1550000      0.1760000    
  6.3300000E+07  0.1510000      0.1550000      0.1760000    
  6.3400000E+07  0.1510000      0.1550000      0.1760000    
  6.3500000E+07  0.1510000      0.1550000      0.1760000    
  6.3600000E+07  0.1510000      0.1550000      0.1760000    
  6.3700000E+07  0.1510000      0.1550000      0.1760000    
  6.3800000E+07  0.1520000      0.1550000      0.1760000    
  6.3900000E+07  0.1520000      0.1550000      0.1760000    
  6.4000000E+07  0.1520000      0.1550000      0.1760000    
  6.4100000E+07  0.1520000      0.1550000      0.1760000    
  6.4200000E+07  0.1520000      0.1550000      0.1760000    
  6.4300000E+07  0.1520000      0.1550000      0.1760000    
  6.4400000E+07  0.1520000      0.1550000      0.1760000    
  6.4500000E+07  0.1520000      0.1550000      0.1760000    
  6.4600000E+07  0.1520000      0.1550000      0.1760000    
  6.4700000E+07  0.1520000      0.1550000      0.1760000    
  6.4800000E+07  0.1520000      0.1550000      0.1750000    
  6.4900000E+07  0.1520000      0.1540000      0.1750000    
  6.5000000E+07  0.1520000      0.1540000      0.1750000    
  6.5100000E+07  0.1520000      0.1540000      0.1750000    
  6.5200000E+07  0.1520000      0.1540000      0.1750000    
  6.5300000E+07  0.1520000      0.1540000      0.1750000    
  6.5400000E+07  0.1520000      0.1540000      0.1750000    
  6.5500000E+07  0.1520000      0.1540000      0.1750000    
  6.5600000E+07  0.1520000      0.1540000      0.1750000    
  6.5700000E+07  0.1520000      0.1540000      0.1750000    
  6.5800000E+07  0.1520000      0.1540000      0.1750000    
  6.5900000E+07  0.1520000      0.1540000      0.1750000    
  6.6000000E+07  0.1520000      0.1540000      0.1750000    
  6.6100000E+07  0.1520000      0.1540000      0.1750000    
  6.6200000E+07  0.1520000      0.1540000      0.1750000    
  6.6300000E+07  0.1520000      0.1540000      0.1750000    
  6.6400000E+07  0.1520000      0.1540000      0.1750000    
  6.6500000E+07  0.1520000      0.1540000      0.1750000    
  6.6600000E+07  0.1520000      0.1540000      0.1750000    
  6.6700000E+07  0.1520000      0.1540000      0.1750000    
  6.6800000E+07  0.1520000      0.1540000      0.1750000    
  6.6900000E+07  0.1520000      0.1540000      0.1750000    
  6.7000000E+07  0.1520000      0.1540000      0.1750000    
  6.7100000E+07  0.1520000      0.1540000      0.1750000    
  6.7200000E+07  0.1520000      0.1540000      0.1750000    
  6.7300000E+07  0.1520000      0.1540000      0.1750000    
  6.7400000E+07  0.1520000      0.1540000      0.1750000    
  6.7500000E+07  0.1520000      0.1540000      0.1750000    
  6.7600000E+07  0.1520000      0.1540000      0.1750000    
  6.7700000E+07  0.1520000      0.1540000      0.1750000    
  6.7800000E+07  0.1520000      0.1540000      0.1750000    
  6.7900000E+07  0.1520000      0.1540000      0.1750000    
  6.8000000E+07  0.1520000      0.1540000      0.1750000    
  6.8100000E+07  0.1520000      0.1540000      0.1750000    
  6.8200000E+07  0.1520000      0.1540000      0.1750000    
  6.8300000E+07  0.1520000      0.1540000      0.1750000    
  6.8400000E+07  0.1520000      0.1540000      0.1750000    
  6.8500000E+07  0.1520000      0.1540000      0.1750000    
  6.8600000E+07  0.1520000      0.1540000      0.1750000    
  6.8700000E+07  0.1520000      0.1540000      0.1750000    
  6.8800000E+07  0.1520000      0.1540000      0.1750000    
  6.8900000E+07  0.1520000      0.1540000      0.1750000    
  6.9000000E+07  0.1520000      0.1540000      0.1750000    
  6.9100000E+07  0.1520000      0.1540000      0.1750000    
  6.9200000E+07  0.1520000      0.1540000      0.1750000    
  6.9300000E+07  0.1520000      0.1540000      0.1750000    
  6.9400000E+07  0.1520000      0.1540000      0.1750000    
  6.9500000E+07  0.1520000      0.1540000      0.1750000    
  6.9600000E+07  0.1520000      0.1530000      0.1750000    
  6.9700000E+07  0.1520000      0.1530000      0.1750000    
  6.9800000E+07  0.1520000      0.1530000      0.1740000    
  6.9900000E+07  0.1520000      0.1530000      0.1740000    
  7.0000000E+07  0.1520000      0.1530000      0.1740000    
  7.0100000E+07  0.1520000      0.1530000      0.1740000    
  7.0200000E+07  0.1520000      0.1530000      0.1740000    
  7.0300000E+07  0.1520000      0.1530000      0.1740000    
  7.0400000E+07  0.1520000      0.1530000      0.1740000    
  7.0500000E+07  0.1520000      0.1530000      0.1740000    
  7.0600000E+07  0.1520000      0.1530000      0.1740000    
  7.0700000E+07  0.1520000      0.1530000      0.1740000    
  7.0800000E+07  0.1520000      0.1530000      0.1740000    
  7.0900000E+07  0.1520000      0.1530000      0.1740000    
  7.1000000E+07  0.1520000      0.1530000      0.1740000    
  7.1100000E+07  0.1520000      0.1530000      0.1740000    
  7.1200000E+07  0.1520000      0.1530000      0.1740000    
  7.1300000E+07  0.1520000      0.1530000      0.1740000    
  7.1400000E+07  0.1520000      0.1530000      0.1740000    
  7.1500000E+07  0.1520000      0.1530000      0.1740000    
  7.1600000E+07  0.1520000      0.1530000      0.1740000    
  7.1700000E+07  0.1520000      0.1530000      0.1740000    
  7.1800000E+07  0.1520000      0.1530000      0.1740000    
  7.1900000E+07  0.1520000      0.1530000      0.1740000    
  7.2000000E+07  0.1520000      0.1530000      0.1740000    
  7.2100000E+07  0.1520000      0.1530000      0.1740000    
  7.2200000E+07  0.1520000      0.1530000      0.1740000    
  7.2300000E+07  0.1520000      0.1530000      0.1740000    
  7.2400000E+07  0.1520000      0.1530000      0.1740000    
  7.2500000E+07  0.1520000      0.1530000      0.1740000    
  7.2600000E+07  0.1520000      0.1530000      0.1740000    
  7.2700000E+07  0.1520000      0.1530000      0.1740000    
  7.2800000E+07  0.1520000      0.1530000      0.1740000    
  7.2900000E+07  0.1530000      0.1530000      0.1740000    
  7.3000000E+07  0.1530000      0.1530000      0.1740000    
  7.3100000E+07  0.1530000      0.1530000      0.1740000    
  7.3200000E+07  0.1530000      0.1530000      0.1740000    
  7.3300000E+07  0.1530000      0.1530000      0.1740000    
  7.3400000E+07  0.1530000      0.1530000      0.1740000    
  7.3500000E+07  0.1530000      0.1530000      0.1740000    
  7.3600000E+07  0.1530000      0.1520000      0.1740000    
  7.3700000E+07  0.1530000      0.1520000      0.1740000    
